name,owner,description,url,createdAt,users,watchers,stars,forks,projects,issues,pullRequests,diskUsage,license,languages,primaryLanguage,environments,submodules,topics,extra
league-football-clubs,guilhermepallma,League Football Clubs é um projeto Full Stack em TypeScript onde é possível visualizar e filtrar informações sobre os times.,https://github.com/guilhermepallma/league-football-clubs,2023-01-01,1,1,0,0,0,0,0,673,,"Dockerfile,JavaScript,TypeScript,Shell,HTML,CSS",JavaScript,,,"css3,docker,express,html5,javascript,jwt-authentication,nodejs,npm,sequelize,typescript",
sorting-visualiser-image-js,brett-macisaac,"A static web application (HTML /CSS / Vanilla-JS) that visualises sorting algorithms using an image, as opposed to a standard bar graph.",https://github.com/brett-macisaac/sorting-visualiser-image-js,2023-01-01,1,1,0,0,0,0,0,585,,"JavaScript,HTML,CSS",JavaScript,,,"javascript,sort,sorting,sorting-algorithms,sorting-algorithms-implemented,sorting-visualization,sorting-visualizer,web-application,javascript-sorting,sorting-visualisation",
LiveChat-Project-BackEnd,Raj3028,LiveChat BackEnd,https://github.com/Raj3028/LiveChat-Project-BackEnd,2023-01-01,1,1,0,0,0,0,0,59,,"Shell,JavaScript",JavaScript,Production,,"bcryptjs,cors,css,dotenv,expressjs,html,javascript,mongodb,nodejs,reactjs",
LiveChat-Project-FrontEnd,Raj3028,LiveChat FrontEnd,https://github.com/Raj3028/LiveChat-Project-FrontEnd,2023-01-01,1,1,0,0,0,0,0,2015,,"Shell,HTML,JavaScript,CSS",JavaScript,"Production,Production – live-chat-project-front-end,Production – live-chat-project-front-end-aaxf",,"bcrypt,cors,css,dotenv,expressjs,html,javascript,mongodb,nodejs,reactjs",
Dark-Clock-Using-HTML-CSS-JS,ITZ-BURHAN-KHAN,"The ""Dark Clock Using HTML CSS JS"" project is a web-based clock application that utilizes HTML, CSS, and JavaScript. The clock features a dark color scheme and may include additional design elements or functionality such as the ability to switch between different time zones or the option to display the current date. ",https://github.com/ITZ-BURHAN-KHAN/Dark-Clock-Using-HTML-CSS-JS,2023-01-01,1,1,0,0,0,0,0,2,,"HTML,CSS,JavaScript",CSS,github-pages,,,
gridlinesbuilders,rahulvijay81,"Grid Lines Builders is a static webpage built using HTML, CSS, and JavaScript. The webpage showcases images of their work and provides contact information for users to connect with home builders. Grid Lines Builders provides a user-friendly interface for potential customers to view their work and easily get in touch with the builders.",https://github.com/rahulvijay81/gridlinesbuilders,2023-01-01,1,1,0,0,0,0,0,6894,,"HTML,CSS",HTML,github-pages,,,
CodeX,lilyabeddek,"This is an AI-based web application with an elegant user interface that resembles the ChatGPT app, communication with advanced GPT3 model API, and most importantly, the ability to ask the AI for help regarding JavaScript, React, or any other programming language, giving it code and translating it to another programming language, and much more.",https://github.com/lilyabeddek/CodeX,2023-01-01,1,1,0,0,0,0,0,1162,,"HTML,JavaScript,CSS",JavaScript,Production,,,
SwampHacksHackathon_ForTheLoveOfJava,deannarcook,"For The Love of Java is a website that asks user questions about Java - the programming language and the drink. At the end of the quiz users find out if they scored better on the Java programming questions or Java drink questions. Developed using HTML, CSS, and Javascript. Created on a team of one at The University of Florida's SwampHacks hackathon",https://github.com/deannarcook/SwampHacksHackathon_ForTheLoveOfJava,2023-01-01,1,1,0,0,0,0,0,200,,"HTML,JavaScript,CSS",HTML,,,,
lush,demid-v,Music website.,https://github.com/demid-v/lush,2023-01-01,1,1,1,0,0,0,0,25830,,"Shell,JavaScript,TypeScript,CSS",TypeScript,Production,,"music,nextjs,typescript,website,prisma,tailwindcss,trpc,create-t3-app,youtube,youtube-player",
MohallaMart,aaryansinha16,"MohallaMart is an e-Commerce multi-user website, where users can buy products, add reviews , become a seller etc. It has a admin dashboard where user can manage things accordingly.",https://github.com/aaryansinha16/MohallaMart,2023-01-01,1,1,1,0,0,0,0,35763,,"JavaScript,HTML,CSS",JavaScript,,,"frotnend,javascript,animation-css,backend,express,mongodb,mongoose,nodejs,npm,react",
my-books,KingaMiroslaw,A React application used to store data about favorite books of the logged-in user. Also used to search for new titles of interest to the user.,https://github.com/KingaMiroslaw/my-books,2023-01-01,2,2,1,0,0,0,11,446,,"HTML,CSS,JavaScript",JavaScript,Production,,"firebase,firebase-auth,react,books-api,books-app,css-modules-react,css3,html5,javascript,react-hook-form",
login-flux,Luk4x,"🌐 LogIn Flux - A complete user authentication flow in ReactJS and Firebase | ReactJS, Firebase, React Hook Form...",https://github.com/Luk4x/login-flux,2023-01-01,1,2,1,1,0,0,1,159,MIT,"HTML,JavaScript,Shell",JavaScript,,,"css,firebase,html,javascript,nodejs,react,react-hook-form,react-hot-toast,react-icons,react-router-v6",
FaceCat-Html5,zhuzhenping,这是一款全新的使用JavaScript编写的HTML5高性能前端框架，100%原创，未包含任何第三方代码，兼容适配电脑端和移动端，可用于制作金融和非金融数据分析展示，以及量化交易工具等场景的网页，小程序和App等，是花卷猫框架的子集，该框架使用了面向对象的继承嵌套结构，从一个FCView衍生出各式各样的组件，目前框架已经包含了K线图，买卖档，折线图，日历，滚动层，表格，柱状图，动态列表，报价列表，面积图，多页夹，树形，分割布局和纵横自动布局等组件,https://github.com/zhuzhenping/FaceCat-Html5,2023-01-01,1,1,0,0,0,0,0,473,BSD-2-Clause,"JavaScript,HTML",HTML,,,,
PlayJS,salteadorneo,JavaScript Playground Web,https://github.com/salteadorneo/PlayJS,2023-01-02,1,1,13,5,0,34,15,747,BSD-3-Clause,"HTML,JavaScript,CSS,TypeScript",JavaScript,"Preview,Production",,,
css-and-js-code-snippets,Ritika-Agrawal811,A collection of real-life code snippets written in CSS and JavaScript for every web development project.,https://github.com/Ritika-Agrawal811/css-and-js-code-snippets,2023-01-02,1,5,98,15,0,0,0,22968,,"HTML,JavaScript,CSS",CSS,"Preview,Production",,,
Chatbot-using-html-css-and-JavaScript,AkashThoriya,Simple chatbot using html css and JavaScript,https://github.com/AkashThoriya/Chatbot-using-html-css-and-JavaScript,2023-01-02,1,2,7,4,0,0,0,4,,"JavaScript,HTML,CSS",JavaScript,github-pages,,,
JavaScript-Capstone,PrantoshB,"Js Capstone Project - This app sends and receives data from an API and populates data on the browser. It also allows you to add comments or likes to a Pokémon. The app has implemented ES6 modules, callbacks, and promises, webpack, used AAA pattern for unit tests, and gitflow.",https://github.com/PrantoshB/JavaScript-Capstone,2023-01-02,2,1,7,3,0,21,18,993,MIT,"HTML,JavaScript,CSS",JavaScript,github-pages,,"capstone,pokedex",
CodeLab-GPTChat3,imzaumza,"Build and Deploy custom ChatGPT AI App in JavaScript | OpenAI, Machine Learning",https://github.com/imzaumza/CodeLab-GPTChat3,2023-01-02,1,1,7,5,0,0,0,33,,"HTML,JavaScript,CSS",JavaScript,Production,,,
javascript-capstone,SabaAhmad404,,https://github.com/SabaAhmad404/javascript-capstone,2023-01-02,3,1,7,1,0,21,14,55632,,"JavaScript,HTML,CSS",JavaScript,github-pages,,,
javascript,hasansaid,,https://github.com/hasansaid/javascript,2023-01-02,1,1,2,0,0,0,0,61,,"JavaScript,HTML,CSS",JavaScript,,,,
JavaScript-Capstone-Project,Kashif-Saleem-Ghuman,,https://github.com/Kashif-Saleem-Ghuman/JavaScript-Capstone-Project,2023-01-02,2,1,7,1,0,22,16,870,MIT,"JavaScript,CSS,HTML",JavaScript,"github-pages,Preview,Production",,,
Capston-javascript,Trast00,ShowTime is Movie Streaming Website that use TV maze API to display a list of movies with detail. Users can leave comments and likes about their prefered movies,https://github.com/Trast00/Capston-javascript,2023-01-02,2,1,5,0,0,25,14,463,MIT,"HTML,JavaScript,CSS",JavaScript,github-pages,,"html5,api,css,es6-javascript,javascript",
little-lemon,itsfeizl,The little lemon app is the capstone project for Meta's Front-End Developer Certificate on Coursera,https://github.com/itsfeizl/little-lemon,2023-01-02,1,1,7,7,0,0,1,2249,,"HTML,JavaScript,CSS",JavaScript,,,"css,html,javascript,react,ux-ui-design",
OpenTimelineIO-JS-Bindings,JeanChristopheMorinPerso,OTIO Javascript bindings,https://github.com/JeanChristopheMorinPerso/OpenTimelineIO-JS-Bindings,2023-01-02,1,1,6,1,0,6,3,496,Apache-2.0,"CMake,Makefile,C++,JavaScript,HTML,C,TypeScript",C++,,deps/OpenTimelineIO,"emscripten,opentimelineio,otio",
JavaScript-Question,AnxinXiao,,https://github.com/AnxinXiao/JavaScript-Question,2023-01-02,1,1,3,0,0,0,10,488,,"HTML,JavaScript",JavaScript,,,,
to-do-list,AbinashRai,"To do list using html, css and javascript",https://github.com/AbinashRai/to-do-list,2023-01-02,1,1,13,0,0,0,0,2,,"HTML,CSS,JavaScript",HTML,,,,
JavaScript,OlgaOparyna,JavaScriptCourse,https://github.com/OlgaOparyna/JavaScript,2023-01-02,1,1,0,0,0,0,0,40,,"HTML,JavaScript,CSS",JavaScript,,,,
Javascript,pavankishan8,Javascript Repo,https://github.com/pavankishan8/Javascript,2023-01-02,1,1,0,0,0,0,0,12,,"JavaScript,HTML,CSS",HTML,,,,
Javascript,GabsMarc,Estudo de Javascript,https://github.com/GabsMarc/Javascript,2023-01-02,1,1,0,0,0,0,0,1180,MIT,"HTML,JavaScript,CSS",HTML,,,,
javascript,douglasmenenguci,Curso de Javascript do Curso em Video,https://github.com/douglasmenenguci/javascript,2023-01-02,1,1,0,0,0,0,0,0,MIT,,,,,,
javascript,KingKingMan,,https://github.com/KingKingMan/javascript,2023-01-02,1,0,0,0,0,0,0,0,,,,,,,
JavaScript,mohammad-karimpour,JavaScript cheat sheet.,https://github.com/mohammad-karimpour/JavaScript,2023-01-02,1,1,0,0,0,0,0,45,,JavaScript,JavaScript,,,,
javascript,aswithadigavanti,,https://github.com/aswithadigavanti/javascript,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
javascript,vinaymali14319,,https://github.com/vinaymali14319/javascript,2023-01-02,1,1,0,0,0,0,1,60,,"JavaScript,HTML,CSS",HTML,,,,
javascript,yanghayong,,https://github.com/yanghayong/javascript,2023-01-02,1,1,1,0,0,0,0,8300,,"HTML,JavaScript,CSS",HTML,,,,
javascript,Pontes,Estudo de javascript,https://github.com/Pontes/javascript,2023-01-02,1,1,0,0,0,0,0,8,,JavaScript,JavaScript,,,,
JavaScript,Rodrigueraa,Some codes,https://github.com/Rodrigueraa/JavaScript,2023-01-02,1,1,0,0,0,0,0,11,,"JavaScript,HTML,CSS",JavaScript,,,,
javascript,rafaelandrad,Exercícios de javascript curso em vídeo,https://github.com/rafaelandrad/javascript,2023-01-02,1,1,0,0,0,0,0,1028,,"HTML,JavaScript,CSS",HTML,,,,
javascript,Korny94,,https://github.com/Korny94/javascript,2023-01-02,1,1,0,0,0,0,0,127,,"HTML,JavaScript,CSS",JavaScript,,,,
Javascript,callbackhell-1,,https://github.com/callbackhell-1/Javascript,2023-01-02,1,1,0,0,0,0,0,41,,"HTML,JavaScript,CSS",JavaScript,,,,
Javascript,Izhal-Brown,,https://github.com/Izhal-Brown/Javascript,2023-01-02,1,1,0,0,0,0,0,48,,"HTML,JavaScript",JavaScript,,,,
javascript,rafaelemidiolopes,Javascript,https://github.com/rafaelemidiolopes/javascript,2023-01-02,1,1,0,0,0,0,0,11153,MIT,"HTML,JavaScript,CSS",HTML,github-pages,,,
JavaScript,SoniaKatariya,JavaScript notes.,https://github.com/SoniaKatariya/JavaScript,2023-01-02,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
Javascript,huev0n,Ejercicios del curso de Javascript de OpenBootCamp,https://github.com/huev0n/Javascript,2023-01-02,1,1,0,0,0,0,0,9,,JavaScript,JavaScript,,,,
javascript,alissonrhuant3,Curso De JAva Script Do Curso em video,https://github.com/alissonrhuant3/javascript,2023-01-02,1,1,0,0,0,0,0,2,MIT,HTML,HTML,,,,
javascript,Faisal6000,,https://github.com/Faisal6000/javascript,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
JavaScript,nr911,,https://github.com/nr911/JavaScript,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
Javascript,SupStapG,,https://github.com/SupStapG/Javascript,2023-01-02,1,1,0,0,0,0,0,377,,"HTML,JavaScript,CSS",JavaScript,,,,
javascript,sophia6070,,https://github.com/sophia6070/javascript,2023-01-02,1,1,0,0,0,0,0,8110,,"HTML,JavaScript,CSS",HTML,,,,
javascript,TYB1ZN,,https://github.com/TYB1ZN/javascript,2023-01-02,1,1,0,0,0,0,0,0,,"HTML,JavaScript,CSS",HTML,,,,
javascript,srinidhifd,,https://github.com/srinidhifd/javascript,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
Javascript,devamsal,,https://github.com/devamsal/Javascript,2023-01-02,1,1,0,0,0,0,0,3,,"HTML,JavaScript,CSS",CSS,,,,
JavaScript,Gabi170,Meus primeiros passos em JavaScript,https://github.com/Gabi170/JavaScript,2023-01-02,1,1,0,0,0,0,0,4207,,"HTML,JavaScript,CSS",HTML,,,,
javascript,lussmokovicz,Curso de JavaScript do CursoemVideo,https://github.com/lussmokovicz/javascript,2023-01-02,1,1,0,0,0,0,0,6339,MIT,"HTML,JavaScript,CSS",HTML,,,,
javascript,ruanpreboucas,repositório de javascript- Curso em Vídeo,https://github.com/ruanpreboucas/javascript,2023-01-02,1,1,0,0,0,0,0,24701,MIT,"HTML,JavaScript,CSS",HTML,,,,
JavaScript,kytisek,,https://github.com/kytisek/JavaScript,2023-01-02,1,1,0,0,0,0,0,5924,,"HTML,JavaScript",HTML,,,,
JavaScript,HuseyinAhmetoglu,,https://github.com/HuseyinAhmetoglu/JavaScript,2023-01-02,1,1,0,0,0,0,0,21,,"HTML,JavaScript",HTML,,,,
javascript,tarun-duh,,https://github.com/tarun-duh/javascript,2023-01-02,1,1,0,0,0,0,0,7,,"JavaScript,HTML,CSS",JavaScript,,,,
javascript,Inderjit-fullstack-dev,,https://github.com/Inderjit-fullstack-dev/javascript,2023-01-02,1,1,0,0,0,0,0,0,,JavaScript,JavaScript,,,,
javascript,Madarinha-dev,,https://github.com/Madarinha-dev/javascript,2023-01-02,1,1,0,0,0,0,0,1178,MIT,HTML,HTML,,,,
javascript,GabrielBorges2000,Repositorio com alguma anotações sobre JavaScript.,https://github.com/GabrielBorges2000/javascript,2023-01-02,1,1,0,0,0,0,0,12,,"JavaScript,HTML",JavaScript,,,,
javascript,Azazel32,,https://github.com/Azazel32/javascript,2023-01-02,1,1,0,0,0,0,0,30306,,"HTML,JavaScript",HTML,,,,
javascript,AnastasiiaYurchenko,,https://github.com/AnastasiiaYurchenko/javascript,2023-01-02,1,1,0,0,0,0,0,26,,"HTML,JavaScript",JavaScript,,,,
JavaScript,Najkloo,,https://github.com/Najkloo/JavaScript,2023-01-02,1,1,0,0,0,0,0,2104,,"HTML,JavaScript",HTML,,,,
JavaScript,gxxu0,23년도 JS 공부,https://github.com/gxxu0/JavaScript,2023-01-02,1,1,0,0,0,0,0,82,,"HTML,JavaScript",HTML,,,,
javascript,mcardoso10,,https://github.com/mcardoso10/javascript,2023-01-02,1,1,0,0,0,0,0,0,,"HTML,JavaScript",HTML,,,,
JavaScript,seakash1204,,https://github.com/seakash1204/JavaScript,2023-01-02,1,0,0,0,0,0,0,8,,"JavaScript,HTML",HTML,,,,
JAVASCRIPT,martinezr12,,https://github.com/martinezr12/JAVASCRIPT,2023-01-02,1,1,0,0,0,0,0,4987,,"HTML,JavaScript,CSS",HTML,,,,
javascript,ricardolrm,Curso de JavaScript,https://github.com/ricardolrm/javascript,2023-01-02,1,1,0,0,0,0,0,0,MIT,,,,,,
JAVASCRIPT,FelipeBotta,Curso de Javascript do CursoemVideo,https://github.com/FelipeBotta/JAVASCRIPT,2023-01-02,1,1,0,0,0,0,0,7,MIT,"HTML,Python",HTML,,,,
JavaScript,bijaylaxmibehera,,https://github.com/bijaylaxmibehera/JavaScript,2023-01-02,1,1,0,0,0,0,0,45,,JavaScript,JavaScript,,,,
JavaScript,willianctti,Começando o meu tão esperado curso de JavaScript.,https://github.com/willianctti/JavaScript,2023-01-02,1,1,0,0,0,0,0,513,MIT,"HTML,JavaScript,CSS",JavaScript,,,,
JavaScript,Kingkobi01,,https://github.com/Kingkobi01/JavaScript,2023-01-02,1,1,0,0,0,0,0,1,,"HTML,JavaScript",JavaScript,,,,
javaScript,denzeledionseri,,https://github.com/denzeledionseri/javaScript,2023-01-02,1,1,0,0,0,0,0,0,,"HTML,JavaScript",HTML,,,,
Javascript,jathusan549,,https://github.com/jathusan549/Javascript,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
JavaScript,paras-13,Learning and Exploring JavaScript,https://github.com/paras-13/JavaScript,2023-01-02,1,1,0,0,0,0,0,35,,JavaScript,JavaScript,,,,
Javascript,CAPNBRAD,Javascript projects ,https://github.com/CAPNBRAD/Javascript,2023-01-02,1,1,0,0,0,0,0,12860,,"HTML,JavaScript,CSS",HTML,,,,
JavaScript,SUMEG-04,"Hey guys, lets checkout some basics of JavaScripts functions,lets go through each code one by one and learn something new.",https://github.com/SUMEG-04/JavaScript,2023-01-02,1,0,0,0,0,0,0,53,,"JavaScript,CSS,HTML",JavaScript,,,,
Javascript,safaroque7,,https://github.com/safaroque7/Javascript,2023-01-02,1,1,0,0,0,0,0,3,,HTML,HTML,github-pages,,,
JavaScript,Barbozafab,,https://github.com/Barbozafab/JavaScript,2023-01-02,1,1,0,0,0,0,0,148,,"JavaScript,HTML",JavaScript,,,,
Javascript,StumpCore,,https://github.com/StumpCore/Javascript,2023-01-02,1,1,0,0,0,0,0,77986,,,,,,,
JavaScript,lemile1010,,https://github.com/lemile1010/JavaScript,2023-01-02,1,1,0,0,0,0,0,10,,"HTML,JavaScript",HTML,,,,
Exercicios-curso-JavaScript-Guanabara,segundoo,Exercícios do curso de JavaScript do Gustavo Guanabara (CursoemVideo),https://github.com/segundoo/Exercicios-curso-JavaScript-Guanabara,2023-01-02,1,1,3,0,0,1,0,1095,MIT,"HTML,JavaScript,CSS",HTML,github-pages,,,
Javascript-projects,agboagabah,,https://github.com/agboagabah/Javascript-projects,2023-01-02,1,1,2,0,0,0,0,6,,"HTML,JavaScript,CSS",JavaScript,,,,
javascript-abstraction,Syipmong,A simple example of abstraction javascript,https://github.com/Syipmong/javascript-abstraction,2023-01-02,1,1,2,0,0,0,0,2,,"JavaScript,HTML",JavaScript,,,,
javascript-tutorials,gideao-domingos,,https://github.com/gideao-domingos/javascript-tutorials,2023-01-02,1,1,2,0,0,0,0,0,,,,,,,
HTML-CSS-JavaScript-capstone-project---Conference-page,jugosack,"The ""MILCON 2023"" Capstone project is a website redesign for a conference of the same name. The website was built using HTML, CSS, and JavaScript, and it features a sleek and modern design that reflects the brand's aesthetic. The website includes information about the conference, including location, dates and featured speakers.",https://github.com/jugosack/HTML-CSS-JavaScript-capstone-project---Conference-page,2023-01-02,1,1,4,0,0,1,1,1723,,"CSS,HTML,JavaScript",CSS,github-pages,,"css,html,javascript",
calculadora-javascript,FigueiredoTiago,Calculadora criada com HTML CSS E JAVASCRIPT. Visite a Demo!,https://github.com/FigueiredoTiago/calculadora-javascript,2023-01-02,1,1,2,0,0,0,0,2,,"CSS,JavaScript,HTML",JavaScript,github-pages,,,
StopWatch,wimpykido,"stopwatch with html, css, javascript",https://github.com/wimpykido/StopWatch,2023-01-02,1,1,5,0,0,0,0,1,,"HTML,CSS,JavaScript",JavaScript,github-pages,,,
obsidian-build,meld-cp,"Write and execute (sandboxed) JavaScript to render templates, query DataView and create dynamic notes.",https://github.com/meld-cp/obsidian-build,2023-01-02,1,3,23,0,0,3,1,166,MIT,"JavaScript,TypeScript,CSS",TypeScript,,,,
JavaScript-Capstone,rbhatt1999,The restaurant application majorly displays different categories of meals. The homepage shows a list of meals you can like. The popup window shows more data on the selected meal and the user can comment on it too.,https://github.com/rbhatt1999/JavaScript-Capstone,2023-01-02,2,2,2,0,0,22,16,1262,,"HTML,CSS,JavaScript",JavaScript,github-pages,,"css,html,javascript,jest,webpack",
projet-javascript-quiz,ataoufiki1,,https://github.com/ataoufiki1/projet-javascript-quiz,2023-01-02,1,1,2,0,0,0,0,0,,,,,,,
50projectsJavascript,RenanDevWeb,A repositorie with projects in javascript,https://github.com/RenanDevWeb/50projectsJavascript,2023-01-02,1,1,2,0,0,0,0,475,,"CSS,HTML,JavaScript",CSS,,,,
JavaScript_Practice,razzaq-99,,https://github.com/razzaq-99/JavaScript_Practice,2023-01-02,1,1,2,0,0,0,0,3,,"HTML,JavaScript",JavaScript,,,,
payload-pro,shriyanss,Javascript payload for exploiting blind XSS,https://github.com/shriyanss/payload-pro,2023-01-02,1,1,5,1,0,0,0,462,Apache-2.0,JavaScript,JavaScript,,,,
JS101_Learnig_Javascript,Nehaa1210,,https://github.com/Nehaa1210/JS101_Learnig_Javascript,2023-01-02,1,1,2,0,0,0,0,745,,"JavaScript,Nix",JavaScript,,,,
NightingaleTransitMap,yyyeying,夜莺自制的北京市轨道交通线路图,https://github.com/yyyeying/NightingaleTransitMap,2023-01-02,1,1,24,1,0,0,0,352527,GPL-3.0,"HTML,CSS,JavaScript,Python",HTML,github-pages,,"html,javascript,public-transport",
berni-dark,berni23,The ultimate vintage dark theme . Optimized for golang and javascript,https://github.com/berni23/berni-dark,2023-01-02,1,2,8,0,0,1,2,465,MIT,,,,,"color-theme,vs-code",
JavascriptBasics,ArshidSriraamSuresh,Basics,https://github.com/ArshidSriraamSuresh/JavascriptBasics,2023-01-02,1,1,0,0,0,0,0,31,GPL-3.0,"JavaScript,HTML",JavaScript,,,,
javascript3,shubhajitro1,,https://github.com/shubhajitro1/javascript3,2023-01-02,1,1,0,0,0,0,0,1,,"JavaScript,HTML",JavaScript,github-pages,,,
javascript30,ashishratre404,,https://github.com/ashishratre404/javascript30,2023-01-02,1,1,0,0,0,0,0,1997,,"HTML,JavaScript,CSS",JavaScript,,,,
javascript1,aswithadigavanti,,https://github.com/aswithadigavanti/javascript1,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
JavascriptBatistutti,JulianBati92,,https://github.com/JulianBati92/JavascriptBatistutti,2023-01-02,1,1,0,0,0,0,0,1899,,"HTML,CSS,JavaScript",JavaScript,github-pages,,,
javascript30,ddinggu,Wes Bos의 Javascript30 챌린지,https://github.com/ddinggu/javascript30,2023-01-02,1,1,0,0,0,0,0,6259,,"HTML,JavaScript,CSS",HTML,,,,
javascriptStudy,2-daoni,javascript study,https://github.com/2-daoni/javascriptStudy,2023-01-02,1,1,0,0,0,0,0,309,,"HTML,CSS,JavaScript",JavaScript,,,,
JavascriptScopes,Bhardwaz,This Contains a reame only about Javascript scope,https://github.com/Bhardwaz/JavascriptScopes,2023-01-02,1,1,0,0,0,0,0,1,,HTML,HTML,,,,
html-capstone-microverse,mrprotocoll,A software trainee graduation event website that includes a landing page and the about page.,https://github.com/mrprotocoll/html-capstone-microverse,2023-01-02,1,1,5,0,0,1,1,4503,MIT,"HTML,CSS,JavaScript",HTML,github-pages,,javascript,
JavascriptEthersProject,Sami-Shafi,,https://github.com/Sami-Shafi/JavascriptEthersProject,2023-01-02,1,1,0,0,0,0,0,695,,"Solidity,JavaScript",JavaScript,,,,
JavascriptToDoList,EceBeyza,,https://github.com/EceBeyza/JavascriptToDoList,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
javascript30-nav-bar,THENEDTECH,javascript navigation bar,https://github.com/THENEDTECH/javascript30-nav-bar,2023-01-02,1,1,0,0,0,0,0,660,,"CSS,HTML",CSS,,,,
ecommerceWebsite,mshoaibanwar,"An E-Commerce store with Backend developed using HTML, CSS, Javascript and PHP, MySql as backend languages.",https://github.com/mshoaibanwar/ecommerceWebsite,2023-01-02,1,1,4,2,0,0,0,766,,"PHP,CSS",PHP,,,"e-commerce-website,mysql-database,php-backend,web-development",
Javascript-,asmith3388,,https://github.com/asmith3388/Javascript-,2023-01-02,1,1,0,0,0,0,0,24,,JavaScript,JavaScript,,,,
JS101_Learning_Javascript1,mazhariqbasiddiquee,,https://github.com/mazhariqbasiddiquee/JS101_Learning_Javascript1,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
js101_learning_javascript1,Harshitha-reddy88,,https://github.com/Harshitha-reddy88/js101_learning_javascript1,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
JS101_Learning_Javascript1,PrietyGoyal,,https://github.com/PrietyGoyal/JS101_Learning_Javascript1,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
JS101_Learning_Javascript1,anushagunnala,,https://github.com/anushagunnala/JS101_Learning_Javascript1,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
AnimeTrix,ShivaBhattacharjee," Animetrix is a project that utilizes the Anilist platform to obtain information on various anime titles, and it combines this data with the Gogoanime API to provide ad-free streaming of anime content. ",https://github.com/ShivaBhattacharjee/AnimeTrix,2023-01-02,5,4,72,33,0,10,96,3776,Apache-2.0,"HTML,CSS,JavaScript,Dockerfile",JavaScript,"Preview,Production",,"anime,movie,javascript,minimal,modern,nodejs,react,streaming,ui,anime-downloader",
openvgal,lbartworks,Virtual 3D gallery for art showcase. Based on Babylon.js,https://github.com/lbartworks/openvgal,2023-01-02,2,3,11,5,0,2,0,73369,MIT,"HTML,JavaScript,Jupyter Notebook,Python",HTML,,,"babylonjs,gallery,html,javascript,python,virtual-gallery,virtual-reality,webgl,blender",
ochi,dantytryhard12,learning python amd javascript,https://github.com/dantytryhard12/ochi,2023-01-02,1,1,2,0,0,0,0,0,,HTML,HTML,,,,
Javascriptprojeleri,izzettinmuhammeduludag,javascript ile ilgili yaptığım kod örnekleri,https://github.com/izzettinmuhammeduludag/Javascriptprojeleri,2023-01-02,1,1,0,0,0,0,0,2,,JavaScript,JavaScript,,,,
javascripting,frankosei70,,https://github.com/frankosei70/javascripting,2023-01-02,1,1,0,0,0,0,0,0,,,,,,,
javascriptfun,tamil51118,,https://github.com/tamil51118/javascriptfun,2023-01-02,1,1,0,0,0,0,0,2,,"HTML,JavaScript",JavaScript,,,,
javascriptclock,TalhaSahin55,,https://github.com/TalhaSahin55/javascriptclock,2023-01-02,1,1,0,0,0,0,0,64,,"CSS,HTML,JavaScript",HTML,,,,
javascriptgame,openmymai,Relax time with JavaScript Game,https://github.com/openmymai/javascriptgame,2023-01-02,1,1,1,0,0,0,0,3443,,"HTML,JavaScript,CSS,Rust",JavaScript,,,,
javascripting,B-Waterman,Practice work - workshopper javascripting for LHL,https://github.com/B-Waterman/javascripting,2023-01-02,1,1,0,0,0,0,0,3,,JavaScript,JavaScript,,,,
javascripting,Bonbon-chot,lighthouse exercise,https://github.com/Bonbon-chot/javascripting,2023-01-02,1,1,0,0,0,0,0,2,,JavaScript,JavaScript,,,,
javascriptarrays,glaucimara-jpg,,https://github.com/glaucimara-jpg/javascriptarrays,2023-01-02,1,1,0,0,0,0,0,1,,HTML,HTML,,,,
javascripting,MackyDel,,https://github.com/MackyDel/javascripting,2023-01-02,1,1,0,0,0,0,0,1,,JavaScript,JavaScript,,,,
DiscordRichPresence-JS,thund33r-new,Статус на JavaScript для Discord. (С изображением),https://github.com/thund33r-new/DiscordRichPresence-JS,2023-01-02,1,1,3,0,0,0,0,7,,JavaScript,JavaScript,,,,
You.JS,YouAPI,An unofficial JavaScript library for You.com.,https://github.com/YouAPI/You.JS,2023-01-02,1,0,3,0,0,0,0,464,Apache-2.0,"JavaScript,TypeScript",TypeScript,,,,
rules_ts_proto,gonzojive,WORK IN PROGRESS Protocol buffer Bazel rules for TypeScript/JavaScript (including gRPC-web) compatible with rules_js and rules_ts,https://github.com/gonzojive/rules_ts_proto,2023-01-02,3,2,4,2,0,0,13,111,Apache-2.0,"Starlark,JavaScript,Go",Starlark,,,,
life-with-Joseph,Jolak5,This project is for a podcast website where listener can join the host in talking about several important topics,https://github.com/Jolak5/life-with-Joseph,2023-01-02,1,1,10,0,0,2,1,1822,MIT,"JavaScript,CSS",JavaScript,github-pages,,"css,html,javascript",
